strategy,direction,entry_time,exit_time,entry_price,exit_price,net_pnl
MA_Crossover(10/50),SHORT,2026-05-31 22:15:00,2026-05-31 22:30:00,30419.75,30423.75,-10.0
MA_Crossover(10/50),LONG,2026-05-31 22:30:00,2026-06-01 07:30:00,30423.75,30523.25,197.0
MA_Crossover(10/50),SHORT,2026-06-01 07:30:00,2026-06-01 15:20:00,30523.25,30463.0,118.5
MA_Crossover(10/50),LONG,2026-06-01 15:20:00,2026-06-01 20:15:00,30463.0,30556.25,184.5
MA_Crossover(10/50),SHORT,2026-06-01 20:15:00,2026-06-02 04:40:00,30556.25,30405.0,300.5
MA_Crossover(10/50),LONG,2026-06-02 04:40:00,2026-06-02 13:05:00,30405.0,30526.75,241.5
MA_Crossover(10/50),SHORT,2026-06-02 13:05:00,2026-06-02 14:00:00,30526.75,30603.0,-154.5
MA_Crossover(10/50),LONG,2026-06-02 14:00:00,2026-06-02 18:40:00,30603.0,30609.0,10.0
MA_Crossover(10/50),SHORT,2026-06-02 18:40:00,2026-06-02 19:05:00,30609.0,30667.25,-118.5
MA_Crossover(10/50),LONG,2026-06-02 19:05:00,2026-06-02 23:20:00,30667.25,30628.75,-79.0
MA_Crossover(10/50),SHORT,2026-06-02 23:20:00,2026-06-03 00:35:00,30628.75,30698.5,-141.5
MA_Crossover(10/50),LONG,2026-06-03 00:35:00,2026-06-03 01:25:00,30698.5,30681.0,-37.0
MA_Crossover(10/50),SHORT,2026-06-03 01:25:00,2026-06-03 03:35:00,30681.0,30695.75,-31.5
MA_Crossover(10/50),LONG,2026-06-03 03:35:00,2026-06-03 06:00:00,30695.75,30689.75,-14.0
MA_Crossover(10/50),SHORT,2026-06-03 06:00:00,2026-06-03 06:05:00,30689.75,30712.25,-47.0
MA_Crossover(10/50),LONG,2026-06-03 06:05:00,2026-06-03 06:15:00,30712.25,30682.25,-62.0
MA_Crossover(10/50),SHORT,2026-06-03 06:15:00,2026-06-03 07:10:00,30682.25,30716.25,-70.0
MA_Crossover(10/50),LONG,2026-06-03 07:10:00,2026-06-03 12:45:00,30716.25,30725.75,17.0
MA_Crossover(10/50),SHORT,2026-06-03 12:45:00,2026-06-03 18:25:00,30725.75,30660.5,128.5
MA_Crossover(10/50),LONG,2026-06-03 18:25:00,2026-06-03 20:15:00,30660.5,30607.25,-108.5
MA_Crossover(10/50),SHORT,2026-06-03 20:15:00,2026-06-04 01:10:00,30607.25,30517.5,177.5
MA_Crossover(10/50),LONG,2026-06-04 01:10:00,2026-06-04 01:55:00,30517.5,30441.25,-154.5
MA_Crossover(10/50),SHORT,2026-06-04 01:55:00,2026-06-04 04:05:00,30441.25,30475.0,-69.5
MA_Crossover(10/50),LONG,2026-06-04 04:05:00,2026-06-04 08:15:00,30475.0,30405.0,-142.0
MA_Crossover(10/50),SHORT,2026-06-04 08:15:00,2026-06-04 13:20:00,30405.0,30325.25,157.5
MA_Crossover(10/50),LONG,2026-06-04 13:20:00,2026-06-04 13:30:00,30325.25,30268.25,-116.0
MA_Crossover(10/50),SHORT,2026-06-04 13:30:00,2026-06-04 13:35:00,30268.25,30343.5,-152.5
MA_Crossover(10/50),LONG,2026-06-04 13:35:00,2026-06-04 13:45:00,30343.5,30226.25,-236.5
MA_Crossover(10/50),SHORT,2026-06-04 13:45:00,2026-06-04 14:40:00,30226.25,30311.75,-173.0
MA_Crossover(10/50),LONG,2026-06-04 14:40:00,2026-06-04 20:15:00,30311.75,30451.75,278.0
MA_Crossover(10/50),SHORT,2026-06-04 20:15:00,2026-06-05 08:35:00,30451.75,30203.75,494.0
MA_Crossover(10/50),LONG,2026-06-05 08:35:00,2026-06-05 11:25:00,30203.75,30146.5,-116.5
MA_Crossover(10/50),SHORT,2026-06-05 11:25:00,2026-06-08 00:15:00,30146.5,29146.75,1997.5
MA_Crossover(10/50),LONG,2026-06-08 00:15:00,2026-06-08 04:40:00,29146.75,29131.25,-33.0
MA_Crossover(10/50),SHORT,2026-06-08 04:40:00,2026-06-08 07:20:00,29131.25,29163.0,-65.5
MA_Crossover(10/50),LONG,2026-06-08 07:20:00,2026-06-08 17:25:00,29163.0,29515.25,702.5
MA_Crossover(10/50),SHORT,2026-06-08 17:25:00,2026-06-08 17:30:00,29515.25,29602.0,-175.5
MA_Crossover(10/50),LONG,2026-06-08 17:30:00,2026-06-08 17:45:00,29602.0,29511.75,-182.5
MA_Crossover(10/50),SHORT,2026-06-08 17:45:00,2026-06-08 17:50:00,29511.75,29573.25,-125.0
MA_Crossover(10/50),LONG,2026-06-08 17:50:00,2026-06-08 19:00:00,29573.25,29543.0,-62.5
MA_Crossover(10/50),SHORT,2026-06-08 19:00:00,2026-06-09 01:40:00,29543.0,29497.0,90.0
MA_Crossover(10/50),LONG,2026-06-09 01:40:00,2026-06-09 14:15:00,29497.0,29491.5,-13.0
MA_Crossover(10/50),SHORT,2026-06-09 14:15:00,2026-06-09 18:45:00,29491.5,28922.5,1136.0
MA_Crossover(10/50),LONG,2026-06-09 18:45:00,2026-06-09 19:50:00,28922.5,28880.0,-87.0
MA_Crossover(10/50),SHORT,2026-06-09 19:50:00,2026-06-09 19:55:00,28880.0,29031.5,-305.0
MA_Crossover(10/50),LONG,2026-06-09 19:55:00,2026-06-09 23:35:00,29031.5,29011.0,-43.0
MA_Crossover(10/50),SHORT,2026-06-09 23:35:00,2026-06-09 23:55:00,29011.0,29052.75,-85.5
MA_Crossover(10/50),LONG,2026-06-09 23:55:00,2026-06-10 02:05:00,29052.75,29011.5,-84.5
MA_Crossover(10/50),SHORT,2026-06-10 02:05:00,2026-06-10 06:35:00,29011.5,28976.25,68.5
MA_Crossover(10/50),LONG,2026-06-10 06:35:00,2026-06-10 07:30:00,28976.25,28943.0,-68.5
MA_Crossover(10/50),SHORT,2026-06-10 07:30:00,2026-06-10 12:45:00,28943.0,28919.5,45.0
MA_Crossover(10/50),LONG,2026-06-10 12:45:00,2026-06-10 15:20:00,28919.5,28726.5,-388.0
MA_Crossover(10/50),SHORT,2026-06-10 15:20:00,2026-06-11 00:55:00,28726.5,28533.5,384.0
MA_Crossover(10/50),LONG,2026-06-11 00:55:00,2026-06-11 11:25:00,28533.5,28833.0,597.0
MA_Crossover(10/50),SHORT,2026-06-11 11:25:00,2026-06-11 11:35:00,28833.0,28879.75,-95.5
MA_Crossover(10/50),LONG,2026-06-11 11:35:00,2026-06-11 12:30:00,28879.75,28747.0,-267.5
MA_Crossover(10/50),SHORT,2026-06-11 12:30:00,2026-06-11 14:05:00,28747.0,29039.25,-586.5
MA_Crossover(10/50),LONG,2026-06-11 14:05:00,2026-06-11 14:55:00,29039.25,28758.5,-563.5
MA_Crossover(10/50),SHORT,2026-06-11 14:55:00,2026-06-11 16:05:00,28758.5,28855.25,-195.5
MA_Crossover(10/50),LONG,2026-06-11 16:05:00,2026-06-11 17:05:00,28855.25,28730.5,-251.5
MA_Crossover(10/50),SHORT,2026-06-11 17:05:00,2026-06-11 17:30:00,28730.5,29086.75,-714.5
MA_Crossover(10/50),LONG,2026-06-11 17:30:00,2026-06-12 04:10:00,29086.75,29501.25,827.0
MA_Crossover(10/50),SHORT,2026-06-12 04:10:00,2026-06-12 04:45:00,29501.25,29538.5,-76.5
MA_Crossover(10/50),LONG,2026-06-12 04:45:00,2026-06-12 05:40:00,29538.5,29471.25,-136.5
MA_Crossover(10/50),SHORT,2026-06-12 05:40:00,2026-06-12 08:20:00,29471.25,29539.75,-139.0
